datetime,A.DCE,AL.SHF,AP.CZC,BU.SHF,C.DCE,CF.CZC,CJ.CZC,CS.DCE,CU.SHF,EB.DCE,EG.DCE,FG.CZC,FU.SHF,HC.SHF,I.DCE,IC.CFE,IF.CFE,IH.CFE,J.DCE,JD.DCE,JM.DCE,L.DCE,LH.DCE,M.DCE,MA.CZC,NI.SHF,OI.CZC,P.DCE,PB.SHF,PF.CZC,PG.DCE,PK.CZC,PP.DCE,RB.SHF,RM.CZC,RU.SHF,SA.CZC,SF.CZC,SM.CZC,SN.SHF,SP.SHF,SR.CZC,SS.SHF,T.CFE,TA.CZC,TF.CFE,TS.CFE,UR.CZC,V.DCE,Y.DCE,ZC.CZC,ZN.SHF
2019-04-25,0.023211931970564075,-0.006045599816041457,-0.1694950390157416,0.14570380416135634,-0.006769955981187445,0.013692355318691713,,0.09809881302657204,0.0005735361957801557,,,0.17803754860778068,-0.8468210634282192,0.06078693677871885,-0.06593676474394901,,,,0.048796148965993026,-0.999096308059617,-0.20468528050501814,0.04981084083465643,,0.03836781643933705,0.025655526669615947,0.014201693531256375,-0.007362677255115609,-0.01652122307845953,0.019053696798533352,,,,0.026836190426584524,0.07428995837909538,0.026363436739341075,-0.06841316201780524,,-0.036534806584534535,0.034283321619396234,7.942159189095782e-05,,0.04400177370794908,,,0.033851048109167774,,,,0.012029766547012764,-0.01013917485436992,0.03048522543486567,0.017726422106721415
2019-04-26,0.023413938840684607,-0.005940222611341621,-0.18506909580050585,0.145292675138083,-0.00661022022467184,0.013383614629892914,,0.09738648793107929,0.0006028998470223924,,,0.17794339706508974,-0.8471404975497396,0.06114889863634856,-0.06490609655914596,,,,0.04900198290723595,-0.9990966917478835,-0.2048295731945876,0.04960916359665078,,0.039052084235890815,0.025271610679295738,0.014345903401831254,-0.007202059273913338,-0.016597409001129083,0.018997273020424678,,,,0.026720817555760164,0.0747693772569088,0.026653582590001928,-0.06839456188567138,,-0.03667807777411482,0.03452551192016506,0.00013793991305154277,,0.04383169260151235,,,0.03425547622047489,,,,0.012006983129115774,-0.010180323275071249,0.02994722325287931,0.017731043552178822
2019-04-29,0.0237836505993501,-0.005749323166437432,-0.18383044014677336,0.14456800012048637,-0.006007240202249955,0.013142162252109913,,0.09671906861314941,0.0006297677312435378,,,0.1778499408830867,-0.8476257930018585,0.06143117523709709,-0.06413816159123585,,,,0.049338062255620076,-0.9990970092355723,-0.20479700867158734,0.049399449311631635,,0.03967762898950703,0.025209181552220086,0.014579537953897713,-0.006987955305673225,-0.016506444293467575,0.018924358823217424,,,,0.026706099132770764,0.07518702059347358,0.026986190553127423,-0.06826991539978246,,-0.036831376670047704,0.03476760277887796,0.00022227924951196535,,0.04386379671161787,,,0.034736355061703764,,,,0.011935851580144116,-0.010112165786311321,0.029284584570399452,0.017670225960945606
2019-04-30,0.024196636857365873,-0.0056828576009337614,-0.18260594048287562,0.14398744758692464,-0.005606727575014161,0.01309029828053,,0.0957645343950031,0.0006799116828310824,,,0.17775717238668576,-0.8480946553715695,0.0617539101894778,-0.06361978204103573,,,,0.04963544654136477,-0.9990976289813254,-0.20479203716250177,0.04920076722501251,,0.04042920130732093,0.024752892891748136,0.014903981337438893,-0.0068614865678387135,-0.016421256127750666,0.018937028161693018,,,,0.026612900923909198,0.07552686793423107,0.027246520062862187,-0.06823264469472284,,-0.037003909763428086,0.034940940106343486,0.00015949899628246627,,0.04396713939382965,,,0.035141407600399334,,,,0.011925742329466507,-0.010027684646433815,0.028842667568986503,0.017708548267105887
2019-05-06,0.024628860171326834,-0.00565996123888955,-0.18139535551480238,0.14325594508167572,-0.005234800166685041,0.012942257694588072,,0.09499096774028926,0.0007152467580239491,,,0.1797492592167914,-0.8484746407067446,0.06194143651484891,-0.06308657932944559,,,,0.050139510523231116,-0.999098717777016,-0.2047486469304744,0.04893666403117117,,0.04118873565989713,0.02424055812086756,0.015198782963783304,-0.006855917435644195,-0.016402375163108066,0.01901313524706667,,,,0.026403674041433685,0.07565602931159596,0.02753389739796638,-0.0685306969083512,,-0.03720478489196385,0.03503976847079436,0.00018650795832741467,,0.04424929934139739,,,0.03555343349993299,,,,0.011804180114605158,-0.01000479918500002,0.0284230047337082,0.017720760091707304
2019-05-07,0.025346192699829642,-0.005435492557895655,-0.1801984494014772,0.14299898239567463,-0.004837735358843595,0.012978890061783061,,0.09397902850795224,0.0007595754769517156,,,0.17886618425181178,-0.8490831247173963,0.06205506960770073,-0.06251938993578496,,,,0.050682949866410955,-0.9990991346011128,-0.20470638597398066,0.04877776517322566,,0.04197252189347758,0.023619220773854727,0.01547624749102231,-0.006854053952145618,-0.01643525412891838,0.01906155141977642,,,,0.02647633163071109,0.07597296694411097,0.027714862998833332,-0.06853838791287806,,-0.037301381930459676,0.03530733650236159,0.0001971624236629475,,0.04441645350500591,,,0.036170190638309035,,,,0.01169898052440985,-0.009952687726369338,0.028156780458246274,0.017743654922774552
2019-05-08,0.026162134872145724,-0.005276523328443619,-0.19505328360788932,0.1427178056296938,-0.0048212159421568,0.01287360696330968,,0.0927998627450612,0.0007977853732283915,,,0.17797446714952558,-0.8500075033551373,0.062119975407153416,-0.06218784793026633,,,,0.050902340965079985,-0.9990995764886101,-0.2047373975628333,0.048275368676181485,,0.0426168252591031,0.022910549338492837,0.015515715605457553,-0.006720757139253189,-0.016515337855678512,0.019091564818865547,,,,0.02645406501975557,0.0762509680439677,0.02780709220943644,-0.06868093061203225,,-0.03735974560575386,0.03567318229199623,0.0002395570897627747,,0.04462182992891505,,,0.03670403031668012,,,,0.011601988576416564,-0.009928268124000697,0.02796625856583915,0.017705367328127112
2019-05-09,0.027323052429089598,-0.005139869744958555,-0.1932374798137726,0.1426997202587586,-0.004429089822370903,0.012996302455350304,,0.09204900285966487,0.0008630280967725176,,,0.17707398042281072,-0.8508221962423004,0.06240440359616808,-0.061525820551621924,,,,0.05097908330291935,-0.999098334540698,-0.20473352190232344,0.048098829057026934,,0.04317432016804429,0.02233188405094546,0.015686800413378034,-0.0066550330370817885,-0.01656806687186914,0.01922571885724098,,,,0.026510593006388597,0.07650873374983078,0.027910717198601505,-0.06870483877836076,,-0.0373676632626064,0.035813282286917464,0.0002256103568675595,,0.04503351023930441,,,0.03728950899864511,,,,0.011582650132482167,-0.009907583777587412,0.027734874555688186,0.01780512058610948
2019-05-10,0.028261444007238398,-0.004956071565485385,-0.19137935605025008,0.142938541588658,-0.004032333604233776,0.013258163911850583,,0.09114281561430396,0.0009023582005144539,,,0.1761645940645985,-0.8512676521056554,0.06270755068603771,-0.06105182062644581,,,,0.05114893960606883,-0.9990970583473154,-0.20460950240004652,0.04817370306434173,,0.04355622606158607,0.022011687302541768,0.015711316695437644,-0.006724740134281119,-0.016608568518124395,0.019326470291604506,,,,0.026604968078074474,0.07658879128468644,0.02787348294098483,-0.06862886766359325,,-0.03738327035328545,0.03596742917272942,0.00024473497140355046,,0.045288462309851264,,,0.03792080693640222,,,,0.01166521119267171,-0.009951520239604415,0.027634852710552202,0.017815848185958216
2019-05-13,0.029262528529017128,-0.004858837138291124,-0.18966422228668925,0.14315466301937368,-0.0036626192515354403,0.013456106582718648,,0.09069961200868998,0.0009451559822093549,,,0.1751192794847445,-0.8515878404692967,0.0630338185459951,-0.061302876730582156,,,,0.05116359772365884,-0.9990956785639082,-0.20457379109684784,0.048261944320027936,,0.04419673843436884,0.022015691195258362,0.015845996317464875,-0.006762679482129467,-0.016674770992378126,0.019383208289654244,,,,0.02676825095164147,0.07666133781086543,0.027842818235685268,-0.06850688096830958,,-0.03733627936623972,0.03608077026310056,0.00020182079851135108,,0.04540316140016231,,,0.03857461006326091,,,,0.011707174743526642,-0.009945255888304591,0.027554482527797703,0.017907391372995324
2019-05-14,0.030288072237504484,-0.004782457323701464,-0.18791829225253315,0.14314531461971058,-0.003699311637845338,0.013979255001125632,,0.08995058956431458,0.0009523545439514909,,,0.1740606904218967,-0.852305878909958,0.06352365520003704,-0.06134258449053225,,,,0.051433927910450795,-0.9990943081432753,-0.20449857275962177,0.048793722688833495,,0.04521091710157978,0.022128734632824002,0.015896978959295413,-0.006890148291585105,-0.016682846603210583,0.019366869073912427,,,,0.027005172832405493,0.07682352377290134,0.0277439773323687,-0.06850354153938051,,-0.03722977150704736,0.036157413884430126,0.00027602585470336765,,0.04552067660588701,,,0.03942954968490992,,,,0.011895489555430043,-0.009959738871381171,0.027468209394656388,0.017975044420435304
2019-05-15,0.03099067017641053,-0.004716417298688545,-0.1842092987312812,0.14348028670065963,-0.0036371291020039324,0.014816557525345256,,0.0892391100901689,0.0009794523747683852,,,0.1729885724006415,-0.8532376770659437,0.06406538243157926,-0.061302227390437204,,,,0.05196475102051825,-0.9990871648947736,-0.20438704876777733,0.04932787079937243,,0.04548854008626201,0.022510781078839193,0.016204771314128272,-0.0069432007524625455,-0.016795007670719318,0.019415221093183273,,,,0.027407041579662447,0.07689666512712469,0.027612466885215462,-0.06845867885160098,,-0.0370659496485445,0.03618734131645452,0.00035644868414926495,,0.04595489862422532,,,0.0406703091046651,,,,0.012096655004412928,-0.009967589588005739,0.027422698038698446,0.018109061966514076
2019-05-16,0.031323696473456716,-0.004692191797452299,-0.183152685931824,0.14367451145964913,-0.0037302906125591603,0.015541296969389955,,0.08794841098770016,0.0009799527641776878,,,0.1719026643992476,-0.8538094559001844,0.06443120074680192,-0.0619127000481264,,,,0.05211939339352482,-0.9990868565497667,-0.2045094443121847,0.04977928978283863,,0.045380750890896535,0.022313738904034475,0.01628411173649969,-0.007049310748853954,-0.01694034979044234,0.01936756263595399,,,,0.0274693797578175,0.07684860663478799,0.02729160964323558,-0.06841322453967183,,-0.03692035898224587,0.03603358118489181,0.00046389575399301795,,0.04601283084733983,,,0.040772198761866746,,,,0.012215094471495047,-0.010032582171871097,0.02743475406655735,0.018191774020312555
2019-05-17,0.03157000035121205,-0.004614079445352283,-0.1821127240348944,0.14370030989177518,-0.0036960951984407976,0.015984034797990855,,0.08679195572665754,0.0010258299071717963,,,0.17080269863780367,-0.8541101967470792,0.06482339560414697,-0.06255014061585622,,,,0.05237098704545194,-0.999086461161079,-0.2045973403481411,0.05064164724691663,,0.04551943837468303,0.02240564834748146,0.016255815055090824,-0.007160748625156839,-0.017085434869749186,0.019323419778964023,,,,0.027661002172324024,0.07684601644296575,0.026944312868423144,-0.0683048145531893,,-0.036746026781015934,0.03595128880583304,0.0005275161079773156,,0.046013788306887835,,,0.04085871968166791,,,,0.012199239883581375,-0.010175419446407551,0.02743413856189766,0.018322832405129955
2019-05-20,0.03175888374837475,-0.00457694674668729,-0.18232101739686196,0.14389438575920838,-0.003975415625525114,0.016439738641688212,,0.08508039031466104,0.0010697718730546995,,,0.1703352784951439,-0.8545980805846491,0.06507026509550576,-0.0634791804338286,,,,0.052310036235811715,-0.9990856023438082,-0.20493201516256426,0.05056705006967344,,0.0456469689188379,0.022958460605262153,0.01615265934771428,-0.007258297263056729,-0.0171780141173992,0.019299639043867414,,,,0.02762495999682933,0.07683041615212007,0.026554396086727175,-0.0679574932614212,,-0.03665523123922486,0.03584190326747184,0.0006157926651198092,,0.04601767795588384,,,0.041171440345905114,,,,0.012275452813078135,-0.010291728435216993,0.027542284464425616,0.018414600098341106
2019-05-21,0.031766687563427196,-0.004574396318495916,-0.18251815417671902,0.1437759166729451,-0.004644919606800462,0.016846981612303823,,0.08312051344024701,0.0010966378959492847,,,0.169201054558811,-0.8549793589705195,0.0655112449781816,-0.06459663567739074,,,,0.05208169540705689,-0.9990849207694835,-0.2053517160798597,0.05034594419443136,,0.04553461505914168,0.023898489954595963,0.015907293712174107,-0.007322982270334567,-0.017228852547610904,0.019214289948810193,,,,0.027579485890872033,0.07666090037654301,0.02614023462506835,-0.06790436129440622,,-0.03657867214093704,0.03561358178976769,0.0006657131572200436,,0.04608245219077987,,,0.041093475482330125,,,,0.012238399218680229,-0.01044359592156571,0.02764036730309967,0.018517781225174234
2019-05-22,0.03131750438404079,-0.004589022161468083,-0.1726183102920416,0.14360293271579092,-0.005170754279926236,0.017277583619158494,,0.08123453142797489,0.0010981345486061622,,,0.16803551671125405,-0.8553199547009649,0.06556508981676094,-0.06557892959030219,,,,0.05156276891461923,-0.99908442500395,-0.20599363789571543,0.05016646052913798,,0.045588938150888624,0.02505191842514913,0.015871593095144704,-0.007490630734316977,-0.01736913054827062,0.019084759319228765,,,,0.02755989992281479,0.07611987352765179,0.025694808663648202,-0.06794094089839434,,-0.03670418083332005,0.03526469038973951,0.0006677326127849344,,0.04593938281252887,,,0.04093575368390289,,,,0.012153112888794549,-0.010649878297432115,0.027711945130052613,0.018584057314401395
2019-05-23,0.03064143459892287,-0.004530366478703811,-0.17319669587094258,0.14356373100574682,-0.00597700803495384,0.017771040454255937,,0.07832236080188795,0.0011528310050242067,,,0.16683735001865413,-0.8555340995350932,0.06555589045868163,-0.06637521622636089,,,,0.05081518055359471,-0.9990833913466137,-0.20682174127532996,0.050148365144430565,,0.04564254356879787,0.02614735004682684,0.015692098673012796,-0.0075439284593210865,-0.017431598359865807,0.01898702031589314,,,,0.027451827901459933,0.07567093371847432,0.025310834323807298,-0.06768904095869756,,-0.03687174269917283,0.03484107130048626,0.0006491543600690514,,0.046197906866038765,,,0.04084871409258892,,,,0.012101357553910168,-0.01082417079113539,0.027758009651611404,0.01867942487779805
2019-05-24,0.030149828729334024,-0.004506278293880649,-0.17373747405218895,0.14356987712336425,-0.006611844250694936,0.018214599103078485,,0.07569975032039543,0.0011816557426461833,,,0.16560516487977298,-0.8557666381633429,0.06554900309597467,-0.06645560727562619,,,,0.05003167710676522,-0.9990823638468169,-0.20787428830631008,0.05020366670975489,,0.04593211424919591,0.02694087139349807,0.015551621739744446,-0.007400786949394701,-0.017417706670587323,0.01887888599203853,,,,0.027623378023586956,0.07534206243664598,0.02498032995295955,-0.06753289186189158,,-0.03706858014524479,0.03441531678920434,0.0006776418360270327,,0.04655961800994601,,,0.040638512873124207,,,,0.012098486829779587,-0.010918506598642184,0.02777081286816754,0.018802270698697734
2019-05-27,0.029617633934071633,-0.00446799991339793,-0.17479151587969655,0.14388648224213618,-0.0072496548446768,0.01850417748901695,,0.07270845326384397,0.0012279464264783131,,,0.15544123345348393,-0.8559932947332405,0.06556328374033112,-0.06605739875067969,,,,0.049248312612809625,-0.9990814974753812,-0.20877781048589622,0.05047524813546331,,0.04591176566061383,0.026762047147606136,0.015138170131698526,-0.0073939256111023414,-0.01738840592273642,0.018839792316747463,,,,0.027810628246753424,0.07510758587852498,0.024619419970549974,-0.06741237499008113,,-0.03730885774299574,0.03395465822426585,0.0007015667494003781,,0.046989923341380156,,,0.04037154564401757,,,,0.012124963423630853,-0.011084345161706035,0.027851678289646697,0.018808284162788434
2019-05-28,0.02894690707724101,-0.004398964937776361,-0.17576920341945784,0.1444728466301385,-0.00778769540220187,0.018635076312609595,,0.06954635559844541,0.0012305976725825792,,,0.1540067546910112,-0.8560722530405889,0.06565235624233633,-0.06660417535403203,,,,0.048453991013253477,-0.999080789796942,-0.20961625999026165,0.05049263778643206,,0.04519926771476211,0.02644713322652901,0.014975152951034095,-0.007439031138956294,-0.01737488201768913,0.018948525840181973,,,,0.0279297292490084,0.07492154140663261,0.02417199193679078,-0.06726140323758352,,-0.03741081556636566,0.033434646397079236,0.0006254255706172167,,0.04731116764301178,,,0.03993692344501702,,,,0.012148741762293521,-0.011283313006102014,0.027991992556336828,0.01886022095690397
2019-05-29,0.028654606308817755,-0.004319977464726729,-0.17979652139137478,0.14494393828346291,-0.008119272318922016,0.018433288381485422,,0.06651650755882085,0.0012929991816679552,,,0.15253847514859986,-0.8560488291855501,0.06566704424309013,-0.06653924959586972,,,,0.0475819278948488,-0.9990803771470141,-0.2104458032935071,0.05033422211884423,,0.045084839461863105,0.02571850297882292,0.014748881191996325,-0.007489078531149434,-0.01740027152378549,0.019034485630540943,,,,0.027611200827843997,0.07470583351125833,0.023743807180746607,-0.06726625024406238,,-0.03759745334826532,0.03289386004207052,0.0005685528426232389,,0.04753358886201449,,,0.039311202472848625,,,,0.012148435159157261,-0.011527460548291032,0.028049538202365783,0.018931603312900776
2019-05-30,0.027981443061637443,-0.0042483614131957744,-0.18059088147496422,0.14570119336439066,-0.008569366986124953,0.018286381613354028,,0.06726174553760397,0.0013594952194507398,,,0.15103518590608367,-0.8561569464476312,0.06563717604943511,-0.06643494706131282,,,,0.04689097382861415,-0.9990810628441418,-0.2111889299827328,0.050308570610353286,,0.044758096442207705,0.02514868817656028,0.014595941888102284,-0.007522085115638639,-0.0173772742300289,0.01902868399835137,,,,0.02766173587136115,0.07444687589192714,0.02316108436972446,-0.0670321944745592,,-0.037868992430025845,0.03240348415384515,0.0005885577140568992,,0.0478036188272425,,,0.039298672568116026,,,,0.012192747603698175,-0.011787156927535822,0.028012522970234453,0.018994811748100162
2019-05-31,0.027815151980205715,-0.004193852118513395,-0.18133152457305882,0.14655757492953692,-0.008918671260139269,0.01842719591997839,,0.06873850881501707,0.0014007439754314562,,,0.14949561969662575,-0.8563444694119111,0.06563868018184157,-0.06546400301696483,,,,0.04618927505549133,-0.9990820971207284,-0.21197907803746607,0.050480404631200064,,0.04480780839668966,0.025148854152589814,0.014633853454438095,-0.007466976626025937,-0.017214467194342956,0.019024528366325896,,,,0.027897156593539023,0.07441455842222282,0.022997498771238307,-0.06672209428802946,,-0.037953726919836624,0.03171216218273006,0.0005112592696135809,,0.04812752538753742,,,0.039367976878282675,,,,0.012249491926242992,-0.011884171014159917,0.027863180381969832,0.019021544350992205
2019-06-03,0.027847947099400416,-0.004106887190522635,-0.1777961994828045,0.14764026743328462,-0.008991206994644415,0.018597981608274434,,0.07072749516174565,0.0014340109672520526,,,0.1486741765696093,-0.8563372113621783,0.06569275316038173,-0.06397623790642815,,,,0.04590423296639847,-0.9990833699438713,-0.21251254004438497,0.05068024161559223,,0.04477627451287427,0.024334156758774712,0.014609975377438269,-0.007432827840900408,-0.017102180237336066,0.01910109263822368,,,,0.02806449876116772,0.07434784559074989,0.0227796495952513,-0.06655596464436865,,-0.03800169514217885,0.0310917127116335,0.0004042328506733249,,0.04836358037611124,,,0.039376798341741584,,,,0.012331008308071755,-0.012025225155934396,0.027715870151981736,0.019092836506184017
2019-06-04,0.027919322945648566,-0.004045500066977461,-0.17404942393800293,0.14918154262743116,-0.008908717115393932,0.019137889221471874,,0.07256957723910094,0.0014617946708228235,,,0.14891745933871772,-0.856420061371294,0.06572956466100965,-0.061759086232443354,,,,0.045902403074440344,-0.9990847550377085,-0.21295778490572467,0.05113067229280615,,0.04458944838121207,0.024030487958838498,0.014640720137709647,-0.007357363249240961,-0.017005318713708157,0.01928898726569465,,,,0.028350000303897983,0.07447832385638387,0.022460776717236168,-0.06635287602039162,,-0.0379912489642951,0.03060713722686259,0.0003437093763766369,,0.04860085702671616,,,0.03957843947602486,,,,0.012432797082004192,-0.012065845867546485,0.02750256166833015,0.01914438180085357
2019-06-05,0.02831867364005341,-0.003948028370594156,-0.17283857202964603,0.150601971795083,-0.009099213865250536,0.019404123430593764,,0.07382298413647247,0.0014910485300399967,,,0.1491499408308496,-0.8564039983165989,0.06563732583980848,-0.06086137360378475,,,,0.045755857973066284,-0.9990855127306653,-0.21358391110736452,0.05152992780070551,,0.04478308570423223,0.02277330501003568,0.01452019173871969,-0.007357817338341496,-0.016954111716727588,0.019413465154365463,,,,0.02845478896603714,0.07446115172738543,0.022467198117690934,-0.06600113958383941,,-0.038079365976818276,0.02999738023745828,0.00021937215511587816,,0.048824987031855095,,,0.03981401942784094,,,,0.012566112373714234,-0.012179571472730888,0.02717594867268626,0.019142608060833528
2019-06-06,0.028994256359460707,-0.003921735312505697,-0.1685261594712598,0.15215191811132864,-0.00911734750141937,0.019554981438633712,,0.0750185526832463,0.0014947074023293602,,,0.14937232475752052,-0.8564373768888074,0.065445835610534,-0.059111924471532566,,,,0.04570163556101522,-0.999087309841351,-0.21402665480965288,0.051885769819328596,,0.04523698070189522,0.022128065568538264,0.014381389841228323,-0.007386114498175433,-0.016979298211408787,0.019452917119873524,,,,0.02873722394350993,0.07455199513300925,0.022473349712857117,-0.06589656315915739,,-0.038321306801635854,0.029446841972299045,0.00013558716746318652,,0.04880779833017215,,,0.04007916045075535,,,,0.012766804599508977,-0.012322031977543989,0.0270155690040454,0.019199434267409204
2019-06-10,0.029819719872357958,-0.003834229864711508,-0.16392178231198679,0.15395999838610314,-0.009108201578867325,0.019735674428134366,,0.07605515763875749,0.0015218319616880347,,,0.1495852549997756,-0.8564438255198231,0.06529824176874802,-0.05733362769572614,,,,0.04553388420174318,-0.9990892342568681,-0.21433828828773266,0.05199826589711447,,0.04577998573682358,0.020585477787014902,0.014346939503109519,-0.007557225586777481,-0.017038145830270836,0.019485928685885733,,,,0.028769986449740666,0.07466993605923457,0.022557522414417937,-0.06602699495730013,,-0.0386114615651375,0.028958512601944267,3.839036901641933e-05,,0.0488364370610632,,,0.04031546465486733,,,,0.01278318474930099,-0.0125265591731635,0.026811372539113743,0.019170142926459056
2019-06-11,0.03052357390186501,-0.0037948707101072227,-0.15822957023135129,0.15536645423838985,-0.009201848802158056,0.019808995521622342,,0.07685261507608944,0.001526888129627209,,,0.1499455774779472,-0.8564417791926466,0.06512138615985322,-0.056628272798255906,,,,0.04518587873716483,-0.999091088104527,-0.21500391852665518,0.052010634802498644,,0.04603139756468477,0.02026225800169667,0.014475409288737048,-0.007645547950961385,-0.017102254408554098,0.019421353218545313,,,,0.02874795693852142,0.07470356822678069,0.02263818724535503,-0.06590702389105198,,-0.03883702864503024,0.02857109347899901,3.9808535291689984e-05,,0.04876285221962391,,,0.040568327326725974,,,,0.012730609779117542,-0.012723787643036723,0.026516275489407482,0.019262490623583393
2019-06-12,0.03139387890736754,-0.0037568440900835934,-0.15205346334541944,0.15649120747592812,-0.009187501478712033,0.019694035089829427,,0.0778385299368138,0.0015459649201100998,,,0.1502892991532883,-0.8565126530106909,0.06487357536410088,-0.055777527724353265,,,,0.044700999440797605,-0.9990931333538782,-0.21574767000320844,0.05202899100981001,,0.04628527253667924,0.019675618333746016,0.014649033875773146,-0.007798605491190653,-0.01714152161507184,0.019367376610594424,,,,0.028867413453688,0.07454798936885922,0.022754579119064665,-0.06586998053225722,,-0.03923780208659233,0.028142874857785403,7.720415203049526e-05,,0.048701617432270174,,,0.04081525812214807,,,,0.012705471242743594,-0.012948604414613535,0.026204982775888733,0.019454359662726434
2019-06-13,0.032224122644632563,-0.0036800936835526175,-0.14186041581986175,0.15782747356721247,-0.009261752113268285,0.019570780542871802,,0.07871267760743242,0.0015874853401558718,,,0.15061754144284448,-0.8566261962325603,0.06491957749084468,-0.05475662102185682,,,,0.04488539168509574,-0.9990944719870586,-0.21613179751152659,0.05220905038488065,,0.04683883157471284,0.0199754333053504,0.014853936364309482,-0.00787758982320943,-0.017144730371148907,0.019364842551332903,,,,0.02935142795241415,0.07470563943022998,0.02314706680962774,-0.06557267582925552,,-0.03950754692667504,0.02791744848858784,0.0001785533939977684,,0.04868823201632746,,,0.041079485095239635,,,,0.012834107616267512,-0.013057818452930584,0.025954529807527583,0.01968495690950811
2019-06-14,0.033240026513346024,-0.0035815979489524203,-0.13354967151483854,0.15898297970877956,-0.00916616783845464,0.01941113391314331,,0.07881706763645376,0.0016106329801473924,,,0.1509313269827019,-0.8567488456749196,0.06482554996141109,-0.053699813537173055,,,,0.04502854791554258,-0.9990953249416847,-0.21651639955615312,0.05226433177138052,,0.047300942104701905,0.01934053038736419,0.01479560485438031,-0.007944442257775585,-0.01719591400763766,0.019392308065854572,,,,0.02967462460784004,0.07464481267648464,0.02342848936769209,-0.06541064620022773,,-0.03978540225060615,0.02764036754706616,0.00025289505672080405,,0.048551498556136254,,,0.04144391450845904,,,,0.012864333078060392,-0.013214461325557496,0.025792658982587625,0.019889521374334404
2019-06-17,0.0341568461576327,-0.0035538408028964203,-0.11450050910476356,0.16004388476393877,-0.00912197263338361,0.019206647920651822,,0.07883499844812263,0.0015896068224742874,,,0.14149364073534548,-0.856858657221947,0.06473715049032172,-0.05334158462631122,,,,0.045395932042463234,-0.9990959937603132,-0.2167427771430352,0.05224958083650224,,0.047508074160412465,0.018333522884830623,0.014825642886513632,-0.00806960541303374,-0.01732959429659117,0.019387479253720554,,,,0.029795480519560342,0.07459058460901478,0.023449447143622834,-0.06536902407557899,,-0.04018837997502852,0.027442637168448532,0.0001944146456941434,,0.048417379492952835,,,0.04185392727269323,,,,0.012890752093842573,-0.013385420455257814,0.025625297781345903,0.020048671583513557
2019-06-18,0.03502984142543467,-0.003523483493228923,-0.09700678248017972,0.1603346732188461,-0.009114515135252037,0.018970352376992898,,0.07875596324055732,0.0015581317382426696,,,0.14124875971533266,-0.8570085919853154,0.06470537057651624,-0.05277539647951862,,,,0.04602363007147053,-0.9990973196414857,-0.21692755784404757,0.05220721623484173,,0.047612190728619795,0.01778823519251525,0.014929110322496641,-0.008161854990014336,-0.01741240585087687,0.0193295025823087,,,,0.03001628869831083,0.0746022669770941,0.023508658165807488,-0.06524708388639558,,-0.0404677654355821,0.027153557002502972,0.00018070946893937432,,0.048358341595702695,,,0.04212923345019205,,,,0.012916371422732222,-0.013576563537056092,0.025439946313902305,0.020185951364761354
2019-06-19,0.03620719092217712,-0.0034917288429680508,-0.07520410732056365,0.16047161686853426,-0.00908779895619177,0.018600359069726492,,0.07870153545734143,0.0015786184339887657,,,0.14100807896391968,-0.8570071296088292,0.06460986049747224,-0.05319559842890495,,,,0.04621405917322703,-0.9990979206139977,-0.217199323539191,0.05211109996284904,,0.047796998457024814,0.017169878884505656,0.015103588859188062,-0.008405179527636041,-0.017599770243163334,0.01926395065722068,,,,0.03022854950570776,0.07461727509402014,0.02355139995399347,-0.06524333918782067,,-0.04070853592856351,0.02703467425732749,0.00028060174378112627,,0.04830586260804779,,,0.04233845571109387,,,,0.01300990363368987,-0.013954652739753133,0.02528536220041588,0.020274649723528944
2019-06-20,0.03714646481508625,-0.0034921396486041274,-0.05184912563478908,0.1607384831850494,-0.008914173470585587,0.018132652565012425,,0.07877998554998775,0.0015679667731991955,,,0.1407714913337245,-0.8570007027221095,0.0646814162240721,-0.05166461545406044,,,,0.04654854780592466,-0.9990990885679313,-0.21734293001243815,0.051959720952279166,,0.04729413404165654,0.017414361712887603,0.015183084186882474,-0.008457845937483544,-0.0176820082844591,0.01918961443909473,,,,0.030454881818726326,0.07469109590131283,0.02354461105263842,-0.065210781396568,,-0.04087859578733744,0.026989678387973816,0.000390610678047807,,0.048268322792505904,,,0.04261786424300606,,,,0.012981816698320959,-0.014142642828035621,0.02518043300511126,0.020368822383368727
2019-06-21,0.03815693659170374,-0.0034637235165805294,-0.014074575988890442,0.16082444301285356,-0.008797223115613864,0.01796557194571075,,0.07880875263470224,0.0015432216136768396,,,0.13857216789896237,-0.8569900809799895,0.06390519244620917,-0.05176690218385277,,,,0.04633511426626156,-0.9990986554055507,-0.21826278733977333,0.051534460214122814,,0.047039118326276635,0.016181278666688455,0.015180120517765626,-0.00829969413979971,-0.017670788706313424,0.01911450088221584,,,,0.030430929922108288,0.07390656070193415,0.023628781370939465,-0.06492237662161769,,-0.04093458397398865,0.02660542802163261,0.00041903532137411363,,0.04815173832491454,,,0.04290748466539341,,,,0.012922484115290461,-0.014253421872808321,0.025056629110985627,0.020337500479486424
